Match_SK,match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
552,980976,Kings XI Punjab,Delhi Daredevils,5/7/2016,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,MP Stoinis,9,1
553,980978,Mumbai Indians,Sunrisers Hyderabad,5/8/2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Mumbai Indians,Sunrisers Hyderabad,field,runs,Result,A Nehra,85,1
554,980980,Kolkata Knight Riders,Gujarat Lions,5/8/2016,2016,Eden Gardens,Kolkata,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,P Kumar,5,1
555,980982,Kings XI Punjab,Royal Challengers Bangalore,5/9/2016,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,SR Watson,1,1
556,980984,Rising Pune Supergiants,Sunrisers Hyderabad,5/10/2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,A Zampa,4,1
557,980986,Royal Challengers Bangalore,Mumbai Indians,5/11/2016,2016,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,KH Pandya,6,1
558,980988,Sunrisers Hyderabad,Delhi Daredevils,5/12/2016,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,CH Morris,7,1
559,980990,Mumbai Indians,Kings XI Punjab,5/13/2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,MP Stoinis,7,1
560,980992,Royal Challengers Bangalore,Gujarat Lions,5/14/2016,2016,M Chinnaswamy Stadium,Bangalore,India,Gujarat Lions,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,144,1
561,980994,Kolkata Knight Riders,Rising Pune Supergiants,5/14/2016,2016,Eden Gardens,Kolkata,India,Rising Pune Supergiants,Kolkata Knight Riders,bat,wickets,Result,YK Pathan,8,1
562,980996,Kings XI Punjab,Sunrisers Hyderabad,5/15/2016,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Sunrisers Hyderabad,bat,wickets,Result,HM Amla,7,1
563,980998,Mumbai Indians,Delhi Daredevils,5/15/2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,KH Pandya,80,1
564,981000,Kolkata Knight Riders,Royal Challengers Bangalore,5/16/2016,2016,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,9,1
565,981002,Rising Pune Supergiants,Delhi Daredevils,5/17/2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Rising Pune Supergiants,Rising Pune Supergiants,field,runs,Result,AB Dinda,19,1
566,981004,Royal Challengers Bangalore,Kings XI Punjab,5/18/2016,2016,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,V Kohli,82,1
567,981006,Gujarat Lions,Kolkata Knight Riders,5/19/2016,2016,Green Park,Kanpur,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,DR Smith,6,1
568,981008,Delhi Daredevils,Sunrisers Hyderabad,5/20/2016,2016,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,KK Nair,6,1
569,981010,Rising Pune Supergiants,Kings XI Punjab,5/21/2016,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Kings XI Punjab,Rising Pune Supergiants,bat,wickets,Result,MS Dhoni,4,1
570,981012,Gujarat Lions,Mumbai Indians,5/21/2016,2016,Green Park,Kanpur,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,SK Raina,6,1
571,981014,Kolkata Knight Riders,Sunrisers Hyderabad,5/22/2016,2016,Eden Gardens,Kolkata,India,Sunrisers Hyderabad,Kolkata Knight Riders,field,runs,Result,YK Pathan,22,1
572,981016,Delhi Daredevils,Royal Challengers Bangalore,5/22/2016,2016,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,6,1
573,981018,Gujarat Lions,Royal Challengers Bangalore,5/24/2016,2016,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,AB de Villiers,4,1
574,981020,Sunrisers Hyderabad,Kolkata Knight Riders,5/25/2016,2016,Feroz Shah Kotla,Delhi,India,Kolkata Knight Riders,Sunrisers Hyderabad,field,runs,Result,MC Henriques,22,1
575,981022,Gujarat Lions,Sunrisers Hyderabad,5/27/2016,2016,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,4,1
576,981024,Royal Challengers Bangalore,Sunrisers Hyderabad,5/29/2016,2016,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,BCJ Cutting,8,1
577,1082591,Sunrisers Hyderabad,Royal Challengers Bangalore,4/5/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Royal Challengers Bangalore,Sunrisers Hyderabad,Field,runs,Result,Yuvraj Singh,35,1
578,1082592,Rising Pune Supergiants,Mumbai Indians,4/6/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiant,Rising Pune Supergiants,Field,wickets,Result,SPD Smith,7,1
579,1082593,Gujarat Lions,Kolkata Knight Riders,4/7/2017,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,CA Lynn,10,1
580,1082594,Kings XI Punjab,Rising Pune Supergiants,4/8/2017,2017,Holkar Cricket Stadium,Indore,India,Kings XI Punjab,Kings XI Punjab,Field,wickets,Result,GJ Maxwell,6,1
581,1082595,Royal Challengers Bangalore,Delhi Daredevils,4/8/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Bat,runs,Result,KM Jadhav,15,1
582,1082596,Sunrisers Hyderabad,Gujarat Lions,4/9/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,wickets,Result,Rashid Khan,9,1
583,1082597,Mumbai Indians,Kolkata Knight Riders,4/9/2017,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,N Rana,4,1
584,1082598,Kings XI Punjab,Royal Challengers Bangalore,4/10/2017,2017,Holkar Cricket Stadium,Indore,India,Royal Challengers Bangalore,Kings XI Punjab,Bat,wickets,Result,AR Patel,8,1
585,1082599,Rising Pune Supergiants,Delhi Daredevils,4/11/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Delhi Daredevils,Field,runs,Result,SV Samson,97,1
586,1082600,Mumbai Indians,Sunrisers Hyderabad,4/12/2017,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,JJ Bumrah,4,1
587,1082601,Kolkata Knight Riders,Kings XI Punjab,4/13/2017,2017,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,Narine,8,1
588,1082602,Royal Challengers Bangalore,Mumbai Indians,4/14/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,KA Pollard,4,1
589,1082603,Gujarat Lions,Rising Pune Supergiants,4/14/2017,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,AJ Tye,7,1
590,1082604,Kolkata Knight Riders,Sunrisers Hyderabad,4/15/2017,2017,Eden Gardens,Kolkata,India,Sunrisers Hyderabad,Kolkata Knight Riders,Field,runs,Result,RV Uthappa,17,1
591,1082605,Delhi Daredevils,Kings XI Punjab,4/15/2017,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Bat,runs,Result,CJ Anderson,51,1
592,1082606,Mumbai Indians,Gujarat Lions,4/16/2017,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,N Rana,6,1
593,1082607,Royal Challengers Bangalore,Rising Pune Supergiants,4/16/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Royal Challengers Bangalore,Rising Pune Supergiants,Field,runs,Result,BA Stokes,27,1
594,1082608,Delhi Daredevils,Kolkata Knight Riders,4/17/2017,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,Bat,wickets,Result,NM Coulter-Nile,4,1
595,1082609,Sunrisers Hyderabad,Kings XI Punjab,4/17/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Kings XI Punjab,Sunrisers Hyderabad,Field,runs,Result,B Kumar,5,1
596,1082610,Gujarat Lions,Royal Challengers Bangalore,4/18/2017,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Royal Challengers Bangalore,Field,runs,Result,CH Gayle,21,1
597,1082611,Sunrisers Hyderabad,Delhi Daredevils,4/19/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Sunrisers Hyderabad,Sunrisers Hyderabad,Bat,runs,Result,KS Williamson,15,1
598,1082612,Kings XI Punjab,Mumbai Indians,4/20/2017,2017,Holkar Cricket Stadium,Indore,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,JC Buttler,8,1
599,1082613,Kolkata Knight Riders,Gujarat Lions,4/21/2017,2017,Eden Gardens,Kolkata,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,SK Raina,4,1
600,1082614,Mumbai Indians,Delhi Daredevils,4/22/2017,2017,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,Field,runs,Result,MJ McClenaghan,14,1
601,1082615,Rising Pune Supergiants,Sunrisers Hyderabad,4/22/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,MS Dhoni,6,1
602,1082616,Gujarat Lions,Kings XI Punjab,4/23/2017,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Kings XI Punjab,Field,runs,Result,HM Amla,26,1
603,1082617,Kolkata Knight Riders,Royal Challengers Bangalore,4/23/2017,2017,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Kolkata Knight Riders,Field,runs,Result,NM Coulter-Nile,82,1
604,1082618,Mumbai Indians,Rising Pune Supergiants,4/24/2017,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rising Pune Supergiants,Field,runs,Result,BA Stokes,3,1
605,1082619,Royal Challengers Bangalore,Sunrisers Hyderabad,4/25/2017,2017,NULL,Bengaluru,India,,abandoned,NA,NA,abandoned,NA,0,1
606,1082620,Rising Pune Supergiants,Kolkata Knight Riders,4/26/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,RV Uthappa,7,1
607,1082621,Royal Challengers Bangalore,Gujarat Lions,4/27/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,AJ Tye,7,1
608,1082622,Kolkata Knight Riders,Delhi Daredevils,4/28/2017,2017,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,G Gambhir,7,1
609,1082623,Kings XI Punjab,Sunrisers Hyderabad,4/28/2017,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Kings XI Punjab,Sunrisers Hyderabad,Field,runs,Result,Rashid Khan,26,1
610,1082624,Rising Pune Supergiants,Royal Challengers Bangalore,4/29/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Royal Challengers Bangalore,Rising Pune Supergiants,Field,runs,Result,LH Ferguson,61,1
611,1082625,Gujarat Lions,Mumbai Indians,4/29/2017,2017,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,tied,Bat,,tied,KH Pandya,0,1
612,1082626,Kings XI Punjab,Delhi Daredevils,4/30/2017,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Kings XI Punjab,Kings XI Punjab,Field,wickets,Result,Sandeep Sharma,10,1
613,1082627,Sunrisers Hyderabad,Kolkata Knight Riders,4/30/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Kolkata Knight Riders,Sunrisers Hyderabad,Field,runs,Result,DA Warner,48,1
614,1082628,Mumbai Indians,Royal Challengers Bangalore,5/1/2017,2017,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Mumbai Indians,Bat,wickets,Result,RG Sharma,5,1
615,1082629,Rising Pune Supergiants,Gujarat Lions,5/1/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,BA Stokes,5,1
616,1082630,Delhi Daredevils,Sunrisers Hyderabad,5/2/2017,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Field,wickets,Result,Mohammed Shami,6,1
617,1082631,Kolkata Knight Riders,Rising Pune Supergiants,5/3/2017,2017,Eden Gardens,Kolkata,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,RA Tripathi,4,1
618,1082632,Delhi Daredevils,Gujarat Lions,5/4/2017,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Field,wickets,Result,RR Pant,7,1
619,1082633,Royal Challengers Bangalore,Kings XI Punjab,5/5/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Royal Challengers Bangalore,Kings XI Punjab,Field,runs,Result,Sandeep Sharma,19,1
620,1082634,Sunrisers Hyderabad,Rising Pune Supergiants,5/6/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Sunrisers Hyderabad,Rising Pune Supergiants,Field,runs,Result,JD Unadkat,12,1
621,1082635,Delhi Daredevils,Mumbai Indians,5/6/2017,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Mumbai Indians,Field,runs,Result,LMP Simmons,146,1
622,1082636,Royal Challengers Bangalore,Kolkata Knight Riders,5/7/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,SP Narine,6,1
623,1082637,Kings XI Punjab,Gujarat Lions,5/7/2017,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Gujarat Lions,Gujarat Lions,Field,wickets,Result,DR Smith,6,1
624,1082638,Sunrisers Hyderabad,Mumbai Indians,5/8/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Mumbai Indians,Sunrisers Hyderabad,Bat,wickets,Result,S Dhawan,7,1
625,1082639,Kings XI Punjab,Kolkata Knight Riders,5/9/2017,2017,Punjab Cricket Association IS Bindra Stadium Mohali,Mohali,India,Kolkata Knight Riders,Kings XI Punjab,Field,runs,Result,MM Sharma,14,1
626,1082640,Gujarat Lions,Delhi Daredevils,5/10/2017,2017,Green Park,Kanpur,India,Delhi Daredevils,Delhi Daredevils,Field,wickets,Result,SS Iyer,2,1
627,1082641,Mumbai Indians,Kings XI Punjab,5/11/2017,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,Field,runs,Result,WP Saha,7,1
628,1082642,Delhi Daredevils,Rising Pune Supergiants,5/12/2017,2017,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,Bat,runs,Result,KK Nair,7,1
629,1082643,Gujarat Lions,Sunrisers Hyderabad,5/13/2017,2017,Green Park,Kanpur,India,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,wickets,Result,Mohammed Siraj,8,1
630,1082644,Kolkata Knight Riders,Mumbai Indians,5/13/2017,2017,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,Field,runs,Result,AT Rayudu,9,1
631,1082645,Rising Pune Supergiants,Kings XI Punjab,5/14/2017,2017,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Rising Pune Supergiants,Field,wickets,Result,JD Unadkat,9,1
632,1082646,Delhi Daredevils,Royal Challengers Bangalore,5/14/2017,2017,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,Bat,runs,Result,HV Patel,10,1
633,1082647,Mumbai Indians,Rising Pune Supergiants,5/16/2017,2017,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rising Pune Supergiants,Field,runs,Result,Wasington Sundar,20,1
634,1082648,Sunrisers Hyderabad,Kolkata Knight Riders,5/17/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Kolkata Knight Riders,Kolkata Knight Riders,Field,wickets,Result,NM Coulter-Nile,7,1
635,1082649,Mumbai Indians,Kolkata Knight Riders,5/19/2017,2017,M Chinnaswamy Stadium,Bengaluru,India,Mumbai Indians,Mumbai Indians,Field,wickets,Result,KV Sharma,6,1
636,1082650,Mumbai Indians,Rising Pune Supergiants,5/21/2017,2017,Rajiv Gandhi International Stadium Uppal,Hyderabad (Deccan),India,Mumbai Indians,Mumbai Indians,Bat,run,Result,KH Pandya,1,1
